Slice	Date	Plot	Treatment	Replicate	Microplot	Date2	Area	ok
2018-07	01/07/18	OR4	NH	1	OR4-NH1	(01-07-18)	0.737	
2018-07	01/07/18	OR4	NH	2	OR4-NH2	(01-07-18)	1.678	
2018-07	01/07/18	OR4	NH	3	OR4-NH3	(01-07-18)	1.997	
2018-07	08/07/18	OR4	H	1	OR4-H1	(08-07-18)	11.567	
2018-07	08/07/18	OR4	H	2	OR4-H2	(08-07-18)	0.425	
2018-07	08/07/18	OR4	H	3	OR4-H3	(08-07-18)	0.411	
2018-07	08/07/18	OR4	NH	1	OR4-NH1	(08-07-18)	1.369	
2018-07	08/07/18	OR4	NH	2	OR4-NH2	(08-07-18)	1.915	
2018-07	08/07/18	OR4	NH	3	OR4-NH3	(08-07-18)	3.480	
2018-07	14/07/18	OR4	H	1	OR4-H1	(14-07-18)	14.499	
2018-07	14/07/18	OR4	H	2	OR4-H2	(14-07-18)	0.329	
2018-07	14/07/18	OR4	H	3	OR4-H3	(14-07-18)	0.567	
2018-07	14/07/18	OR4	NH	1	OR4-NH1	(14-07-18)	1.988	
2018-07	14/07/18	OR4	NH	2	OR4-NH2	(14-07-18)	2.355	
2018-07	14/07/18	OR4	NH	3	OR4-NH3	(14-07-18)	4.791	
2018-07	21/07/18	OR4	H	1	OR4-H1	(21-07-18)	2.369	
2018-07	21/07/18	OR4	H	2	OR4-H2	(21-07-18)	0.523	
2018-07	21/07/18	OR4	H	3	OR4-H3	(21-07-18)	1.005	
2018-07	21/07/18	OR4	NH	1	OR4-NH1	(21-07-18)	3.441	
2018-07	21/07/18	OR4	NH	2	OR4-NH2	(21-07-18)	4.011	
2018-07	21/07/18	OR4	NH	3	OR4-NH3	(21-07-18)	7.905	
2018-07	28/07/18	OR4	H	1	OR4-H1	(28-07-18)	3.471	
2018-07	28/07/18	OR4	H	2	OR4-H2	(28-07-18)	0.635	
2018-07	28/07/18	OR4	H	3	OR4-H3	(28-07-18)	1.194	
2018-07	28/07/18	OR4	NH	1	OR4-NH1	(28-07-18)	3.953	
2018-07	28/07/18	OR4	NH	2	OR4-NH2	(28-07-18)	5.009	
2018-07	28/07/18	OR4	NH	3	OR4-NH3	(28-07-18)	10.175	
2018-08	05/08/18	OR4	H	1	OR4-H1	(05-08-18)	4.525	
2018-08	05/08/18	OR4	H	2	OR4-H2	(05-08-18)	0.450	
2018-08	05/08/18	OR4	H	3	OR4-H3	(05-08-18)	0.985	
2018-08	05/08/18	OR4	NH	1	OR4-NH1	(05-08-18)	4.005	
2018-08	05/08/18	OR4	NH	2	OR4-NH2	(05-08-18)	4.857	
2018-08	05/08/18	OR4	NH	3	OR4-NH3	(05-08-18)	8.398	
2018-08	10/08/18	OR4	H	1	OR4-H1	(10-08-18)	4.689	
2018-08	10/08/18	OR4	H	2	OR4-H2	(10-08-18)	0.493	
2018-08	10/08/18	OR4	H	3	OR4-H3	(10-08-18)	1.182	
2018-08	10/08/18	OR4	NH	1	OR4-NH1	(10-08-18)	4.825	
2018-08	10/08/18	OR4	NH	2	OR4-NH2	(10-08-18)	5.917	
2018-08	10/08/18	OR4	NH	3	OR4-NH3	(10-08-18)	10.659	
2018-08	17/08/18	OR4	H	1	OR4-H1	(17-08-18)	6.685	
2018-08	17/08/18	OR4	H	2	OR4-H2	(17-08-18)	0.655	
2018-08	17/08/18	OR4	H	3	OR4-H3	(17-08-18)	2.034	
2018-08	17/08/18	OR4	NH	1	OR4-NH1	(17-08-18)	5.697	
2018-08	17/08/18	OR4	NH	2	OR4-NH2	(17-08-18)	6.951	
2018-08	17/08/18	OR4	NH	3	OR4-NH3	(17-08-18)	14.002	
2018-08	24/08/18	OR4	H	1	OR4-H1	(24-08-18)	6.797	
2018-08	24/08/18	OR4	H	2	OR4-H2	(24-08-18)	0.637	
2018-08	24/08/18	OR4	H	3	OR4-H3	(24-08-18)	1.802	
2018-08	24/08/18	OR4	NH	1	OR4-NH1	(24-08-18)	5.007	
2018-08	24/08/18	OR4	NH	2	OR4-NH2	(24-08-18)	7.108	
2018-08	24/08/18	OR4	NH	3	OR4-NH3	(24-08-18)	13.672	
2018-09	01/09/18	OR4	H	1	OR4-H1	(01-09-18)	7.733	
2018-09	01/09/18	OR4	H	2	OR4-H2	(01-09-18)	0.585	
2018-09	01/09/18	OR4	H	3	OR4-H3	(01-09-18)	2.013	
2018-09	01/09/18	OR4	NH	1	OR4-NH1	(01-09-18)	5.492	
2018-09	01/09/18	OR4	NH	2	OR4-NH2	(01-09-18)	9.265	
2018-09	01/09/18	OR4	NH	3	OR4-NH3	(01-09-18)	16.330	
2018-09	10/09/18	OR4	H	1	OR4-H1	(10-09-18)	9.170	
2018-09	10/09/18	OR4	H	2	OR4-H2	(10-09-18)	0.929	
2018-09	10/09/18	OR4	H	3	OR4-H3	(10-09-18)	2.604	
2018-09	10/09/18	OR4	NH	1	OR4-NH1	(10-09-18)	6.762	
2018-09	10/09/18	OR4	NH	2	OR4-NH2	(10-09-18)	12.351	
2018-09	10/09/18	OR4	NH	3	OR4-NH3	(10-09-18)	22.141	
2018-09	16/09/18	OR4	H	1	OR4-H1	(16-09-18)	10.700	
2018-09	16/09/18	OR4	H	2	OR4-H2	(16-09-18)	1.855	
2018-09	16/09/18	OR4	H	3	OR4-H3	(16-09-18)	4.115	
2018-09	16/09/18	OR4	NH	1	OR4-NH1	(16-09-18)	8.328	
2018-09	16/09/18	OR4	NH	2	OR4-NH2	(16-09-18)	15.334	
2018-09	16/09/18	OR4	NH	3	OR4-NH3	(16-09-18)	23.398	
2018-09	22/09/18	OR4	H	1	OR4-H1	(22-09-18)	10.586	
2018-09	22/09/18	OR4	H	2	OR4-H2	(22-09-18)	1.918	
2018-09	22/09/18	OR4	H	3	OR4-H3	(22-09-18)	4.387	
2018-09	22/09/18	OR4	NH	1	OR4-NH1	(22-09-18)	7.935	
2018-09	22/09/18	OR4	NH	2	OR4-NH2	(22-09-18)	15.893	
2018-09	22/09/18	OR4	NH	3	OR4-NH3	(22-09-18)	26.538	
2018-09	29/09/18	OR4	H	1	OR4-H1	(29-9-18)	0.826	
2018-09	29/09/18	OR4	H	2	OR4-H2	(29-9-18)	0.468	
2018-09	29/09/18	OR4	H	3	OR4-H3	(29-9-18)	0.767	
2018-09	29/09/18	OR4	NH	1	OR4-NH1	(29-9-18)	10.310	
2018-09	29/09/18	OR4	NH	2	OR4-NH2	(29-9-18)	17.846	
2018-09	29/09/18	OR4	NH	3	OR4-NH3	(29-9-18)	30.914	
2018-10	05/10/18	OR4	H	1	OR4-H1	(5-10-2018)	0.439	
2018-10	05/10/18	OR4	H	2	OR4-H2	(5-10-2018)	0.152	
2018-10	05/10/18	OR4	H	3	OR4-H3	(5-10-2018)	0.399	
2018-10	05/10/18	OR4	NH	1	OR4-NH1	(5-10-2018)	10.722	
2018-10	05/10/18	OR4	NH	2	OR4-NH2	(5-10-2018)	18.346	
2018-10	05/10/18	OR4	NH	3	OR4-NH3	(5-10-2018)	33.436	
2018-10	18/10/18	OR4	H	1	OR4-H1	(28-10-18)	0.957	
2018-10	18/10/18	OR4	H	2	OR4-H2	(28-10-18)	0.095	
2018-10	18/10/18	OR4	H	3	OR4-H3	(28-10-18)	0.328	
2018-10	18/10/18	OR4	NH	1	OR4-NH1	(28-10-18)	18.748	
2018-10	18/10/18	OR4	NH	2	OR4-NH2	(28-10-18)	24.469	
2018-10	18/10/18	OR4	NH	3	OR4-NH3	(28-10-18)	39.217	
2018-10	28/10/18	OR4	H	1	OR4-H1	(28-10-18)	1.031	
2018-10	28/10/18	OR4	H	2	OR4-H2	(28-10-18)	0.089	
2018-10	28/10/18	OR4	H	3	OR4-H3	(28-10-18)	0.365	
2018-10	28/10/18	OR4	NH	1	OR4-NH1	(28-10-18)	18.755	
2018-10	28/10/18	OR4	NH	2	OR4-NH2	(28-10-18)	24.154	
2018-10	28/10/18	OR4	NH	3	OR4-NH3	(28-10-18)	39.428	
2018-11	03/11/18	OR4	H	1	OR4-H1	(03-11-18)	1.265	
2018-11	03/11/18	OR4	H	2	OR4-H2	(03-11-18)	0.395	
2018-11	03/11/18	OR4	H	3	OR4-H3	(03-11-18)	0.920	
2018-11	03/11/18	OR4	NH	1	OR4-NH1	(03-11-18)	19.382	
2018-11	03/11/18	OR4	NH	2	OR4-NH2	(03-11-18)	26.053	
2018-11	03/11/18	OR4	NH	3	OR4-NH3	(03-11-18)	40.347	
2018-11	12/11/18	OR4	H	1	OR4-H1	(12-11-18)	1.474	
2018-11	12/11/18	OR4	H	2	OR4-H2	(12-11-18)	0.187	
2018-11	12/11/18	OR4	H	3	OR4-H3	(12-11-18)	1.062	
2018-11	12/11/18	OR4	NH	1	OR4-NH1	(12-11-18)	23.164	
2018-11	12/11/18	OR4	NH	2	OR4-NH2	(12-11-18)	26.465	
2018-11	12/11/18	OR4	NH	3	OR4-NH3	(12-11-18)	42.460	
2018-11	18/11/18	OR4	H	1	OR4-H1	(18-11-18)	1.562	
2018-11	18/11/18	OR4	H	2	OR4-H2	(18-11-18)	0.234	
2018-11	18/11/18	OR4	H	3	OR4-H3	(18-11-18)	0.595	
2018-11	18/11/18	OR4	NH	1	OR4-NH1	(18-11-18)	27.002	
2018-11	18/11/18	OR4	NH	2	OR4-NH2	(18-11-18)	27.588	
2018-11	18/11/18	OR4	NH	3	OR4-NH3	(18-11-18)	46.176	
2018-11	23/11/18	OR4	H	1	OR4-H1	(23-11-18)	2.021	
2018-11	23/11/18	OR4	H	2	OR4-H2	(23-11-18)	0.522	
2018-11	23/11/18	OR4	H	3	OR4-H3	(23-11-18)	4.053	
2018-11	23/11/18	OR4	NH	1	OR4-NH1	(23-11-18)	29.151	
2018-11	23/11/18	OR4	NH	2	OR4-NH2	(23-11-18)	27.573	
2018-11	23/11/18	OR4	NH	3	OR4-NH3	(23-11-18)	51.089	
2018-12	02/12/18	OR4	H	1	OR4-H1	(02-12-18)	2.299	
2018-12	02/12/18	OR4	H	2	OR4-H2	(02-12-18)	0.636	
2018-12	02/12/18	OR4	H	3	OR4-H3	(02-12-18)	0.600	
2018-12	02/12/18	OR4	NH	1	OR4-NH1	(02-12-18)	32.531	
2018-12	02/12/18	OR4	NH	2	OR4-NH2	(02-12-18)	31.905	
2018-12	02/12/18	OR4	NH	3	OR4-NH3	(02-12-18)	49.257	
2018-12	08/12/18	OR4	H	1	OR4-H1	(08-12-18)	2.349	
2018-12	08/12/18	OR4	H	2	OR4-H2	(08-12-18)	0.691	
2018-12	08/12/18	OR4	H	3	OR4-H3	(08-12-18)	1.054	
2018-12	08/12/18	OR4	NH	1	OR4-NH1	(08-12-18)	31.919	
2018-12	08/12/18	OR4	NH	2	OR4-NH2	(08-12-18)	32.687	
2018-12	08/12/18	OR4	NH	3	OR4-NH3	(08-12-18)	47.537	
2018-12	22/12/18	OR4	H	1	OR4-H1	(22-12-18)	3.178	
2018-12	22/12/18	OR4	H	2	OR4-H2	(22-12-18)	1.519	
2018-12	22/12/18	OR4	H	3	OR4-H3	(22-12-18)	2.016	
2018-12	22/12/18	OR4	NH	1	OR4-NH1	(22-12-18)	30.137	
2018-12	22/12/18	OR4	NH	2	OR4-NH2	(22-12-18)	32.085	
2018-12	22/12/18	OR4	NH	3	OR4-NH3	(22-12-18)	24.840	
2017-05	11/05/17	OR4 	NH	1	OR4 -NH1	(11-05-17)	4.294	
2017-05	11/05/17	OR4 	NH	2	OR4 -NH2	(11-05-17)	7.916	
2017-05	11/05/17	OR4 	NH	3	OR4 -NH3	(11-05-17)	5.720	
